"","caseId","AFortas","AJGoldberg","AMKennedy","AScalia","BRWhite","CEWhittaker","CThomas","DHSouter","EKagan","EWarren","FFrankfurter","FMurphy","FMVinson","HABlackmun","HHBurton","HLBlack","JGRoberts","JHarlan2","JPStevens","LFPowell","NMGorsuch","PStewart","RBGinsburg","RHJackson","SAAlito","SDOConnor","SFReed","SGBreyer","SMinton","SSotomayor","TCClark","TMarshall","WBRutledge","WEBurger","WHRehnquist","WJBrennan","WODouglas"
"119","1946-119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,2
"120","1946-120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"121","1946-121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"122","1946-122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2
"123","1946-123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"124","1946-124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2
"125","1946-125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"126","1946-126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,2
"127","1946-127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2
"128","1946-128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,2
"129","1946-129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,NA,4,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,2
"130","1946-130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,2
"131","1946-131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,1
"132","1946-132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,4,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,1
"133","1946-133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"134","1946-134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"135","1946-135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"136","1946-136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,4
"137","1946-137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"138","1946-138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,2
"139","1946-139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"140","1946-140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,2
"141","1946-143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"142","1946-144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,8,NA,NA,NA,8
"143","1947-001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,1
"144","1947-002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,2
"145","1947-003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"146","1947-004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"147","1947-005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"148","1947-006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,2
"149","1947-007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,NA,NA,NA,NA,NA,2,NA,NA,NA,2
"150","1947-008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"151","1947-009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"152","1947-010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"153","1947-011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"154","1947-012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"155","1947-013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"156","1947-014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"157","1947-015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2
"158","1947-016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2
"159","1947-017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,4
"160","1947-018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,3
"161","1947-019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"162","1947-020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"163","1947-021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"164","1947-022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,5
"165","1947-023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,2
"166","1947-024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"167","1947-025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,NA,2,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,4,NA,NA,NA,3
"168","1947-026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,1
"169","1947-027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,NA,2,5,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"170","1947-028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"171","1947-029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"172","1947-030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"173","1947-031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"174","1947-032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2
"175","1947-033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,1,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,3
"176","1947-034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"177","1947-035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,1
"178","1947-036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,1,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,2
"179","1947-037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,2
"180","1947-038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"181","1947-039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"182","1947-040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"183","1947-041",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,1
"184","1947-042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"185","1947-043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"186","1947-044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"187","1947-045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2
"188","1947-046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"189","1947-047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,1
"190","1947-048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,1
"191","1947-049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,3
"192","1947-050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"193","1947-051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2
"194","1947-052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"195","1947-053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"196","1947-054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"197","1947-055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,1
"198","1947-056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2
"199","1947-057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"200","1947-058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2
"201","1947-059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"202","1947-060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2
"203","1947-061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,2
"204","1947-062",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,1
"205","1947-063",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"206","1947-064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"207","1947-065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2
"208","1947-066",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,2
"209","1947-067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"210","1947-068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,NA,4,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"211","1947-069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,2
"212","1947-070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"213","1947-071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"214","1947-072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"215","1947-073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"216","1947-074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"217","1947-075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,3
"218","1947-076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"219","1947-077",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"220","1947-078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"221","1947-079",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"222","1947-080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"223","1947-081",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"224","1947-082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,4
"225","1947-083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"226","1947-084",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"227","1947-085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"228","1947-086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,2
"229","1947-087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2
"230","1947-088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,1
"231","1947-089",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"232","1947-090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"233","1947-091",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,NA,1,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,1
"234","1947-092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,1
"235","1947-093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,3
"236","1947-094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"237","1947-095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,2
"238","1947-096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"239","1947-097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"240","1947-098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"241","1947-099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"242","1947-100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
